image_path,invoice_nr_gt,date_gt,total_amount_gt,invoice_nr_pred,date_pred,total_amount_pred,raw_prediction
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0026.png,72346654,10/25/2015,"7433,21",72346654,10/25/2015,743321,"{
  ""invoice_nr"": ""72346654"",
  ""date"": ""10/25/2015"",
  ""total_amount"": ""743321""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0027.png,60178633,12/25/2013,"131,94",60178633,12/25/2013,13194,"{
  ""invoice_nr"": ""60178633"",
  ""date"": ""12/25/2013"",
  ""total_amount"": ""13194""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0028.png,76671573,04/08/2012,"10,76",76671573,04/08/2012,1076,"{
  ""invoice_nr"": ""76671573"",
  ""date"": ""04/08/2012"",
  ""total_amount"": ""1076""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0029.png,46775557,04/05/2019,"80,28",46775557,04/05/2019,8028,"{""invoice_nr"": 46775557, ""date"": ""04/05/2019"", ""total_amount"": ""8028""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0030.png,12456262,02/22/2012,"58667,76",12456262,02/22/2012,5866776,"{
  ""invoice_nr"": ""12456262"",
  ""date"": ""02/22/2012"",
  ""total_amount"": ""5866776""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0031.png,40703934,03/10/2016,"239,23",40703934,03/10/2016,23923,"{
  ""invoice_nr"": ""40703934"",
  ""date"": ""03/10/2016"",
  ""total_amount"": ""23923""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0032.png,20850516,07/10/2017,"195,31",20850516,07/10/2017,19531,"{""invoice_nr"": 20850516, ""date"": ""07/10/2017"", ""total_amount"": ""19531""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0033.png,34911755,01/30/2019,"199,20",34911755,01/30/2019,19920,"{
  ""invoice_nr"": ""34911755"",
  ""date"": ""01/30/2019"",
  ""total_amount"": ""19920""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0034.png,33137636,07/20/2015,"215,03",33137636,07/20/2015,"215,03","{""invoice_nr"": ""33137636"", ""date"": ""07/20/2015"", ""total_amount"": ""215,03""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0035.png,93411242,01/07/2017,"7876,78",93411242,01/07/2017,"7876,78","{
  ""invoice_nr"": ""93411242"",
  ""date"": ""01/07/2017"",
  ""total_amount"": ""7876,78""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0036.png,25342867,01/10/2015,"237,49",25342867,01/10/2015,23749,"{""invoice_nr"": ""25342867"", ""date"": ""01/10/2015"", ""total_amount"": ""23749""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0037.png,26248685,05/26/2018,"309,10",26248685,05/26/2018,"309,10","{""invoice_nr"": 26248685, ""date"": ""05/26/2018"", ""total_amount"": ""309,10""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0038.png,24344887,02/20/2020,"60,49",24344887,02/20/2020,6049,"{
  ""invoice_nr"": ""24344887"",
  ""date"": ""02/20/2020"",
  ""total_amount"": ""6049""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0039.png,37292788,07/12/2013,"120,51",37292788,07/12/2013,12051,"{
  ""invoice_nr"": ""37292788"",
  ""date"": ""07/12/2013"",
  ""total_amount"": ""12051""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0040.png,84422507,12/08/2019,"5274,36",84422507,12/08/2019,527436,"{
  ""invoice_nr"": ""84422507"",
  ""date"": ""12/08/2019"",
  ""total_amount"": ""527436""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0041.png,12830936,04/27/2021,"6530,55",12830936,04/27/2021,"6530,55","{
  ""invoice_nr"": ""12830936"",
  ""date"": ""04/27/2021"",
  ""total_amount"": ""6530,55""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0042.png,68043569,09/09/2011,"969,80",68043569,09/09/2011,"969,80","{
  ""invoice_nr"": ""68043569"",
  ""date"": ""09/09/2011"",
  ""total_amount"": ""969,80""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0043.png,32656405,10/25/2013,"882,05",32656405,10/25/2013,"882,05","{""invoice_nr"": ""32656405"", ""date"": ""10/25/2013"", ""total_amount"": ""882,05""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0044.png,80150256,07/24/2017,"104,85",80150256,07/24/2017,10485,"{""invoice_nr"": ""80150256"", ""date"": ""07/24/2017"", ""total_amount"": ""10485""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0045.png,80930562,08/14/2012,"1935,80",80930562,08/14/2012,193580,"{
  ""invoice_nr"": ""80930562"",
  ""date"": ""08/14/2012"",
  ""total_amount"": ""193580""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0046.png,26675003,10/24/2012,"177,76",26675003,10/24/2012,17776,"{
  ""invoice_nr"": ""26675003"",
  ""date"": ""10/24/2012"",
  ""total_amount"": ""17776""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0047.png,92651511,01/18/2015,"13986,35",92651511,01/18/2015,1398635,"{
  ""invoice_nr"": ""92651511"",
  ""date"": ""01/18/2015"",
  ""total_amount"": ""1398635""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0048.png,87970852,05/16/2018,"335,04",87970852,05/16/2018,"335,04","{
  ""invoice_nr"": ""87970852"",
  ""date"": ""05/16/2018"",
  ""total_amount"": ""335,04""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0049.png,94885760,08/22/2012,"60,45",94885760,08/22/2012,6045,"{
  ""invoice_nr"": ""94885760"",
  ""date"": ""08/22/2012"",
  ""total_amount"": ""6045""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0050.png,29470022,02/17/2019,"574,51",29470022,02/17/2019,"574,51","{""invoice_nr"": ""29470022"", ""date"": ""02/17/2019"", ""total_amount"": ""574,51""}"
