image_path,invoice_nr_gt,date_gt,total_amount_gt,invoice_nr_pred,date_pred,total_amount_pred,raw_prediction
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0022.png,38829380,12/25/2017,"18710,63",38829380,12/25/2017,"17009,66","```json
{
  ""invoice_nr"": ""38829380"",
  ""date"": ""12/25/2017"",
  ""total_amount"": ""17009,66""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0023.png,49923258,10/26/2011,"1182,50",49923258,10/26/2011,"1182,50","```json
{
  ""invoice_nr"": ""49923258"",
  ""date"": ""10/26/2011"",
  ""total_amount"": ""1182,50""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0024.png,78566408,03/18/2016,"228,68",78566408,03/18/2016,"228,68","```json
{
  ""invoice_nr"": ""78566408"",
  ""date"": ""03/18/2016"",
  ""total_amount"": ""228,68""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0025.png,95707254,07/20/2020,"302,58",95707254,07/20/2020,"302,58","```json
{
  ""invoice_nr"": ""95707254"",
  ""date"": ""07/20/2020"",
  ""total_amount"": ""302,58""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0026.png,72346654,10/25/2015,"7433,21",72346654,10/25/2015,"7433,21","```json
{
  ""invoice_nr"": ""72346654"",
  ""date"": ""10/25/2015"",
  ""total_amount"": ""7433,21""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0027.png,60178633,12/25/2013,"131,94",60178633,12/25/2013,"131,94","```json
{
  ""invoice_nr"": ""60178633"",
  ""date"": ""12/25/2013"",
  ""total_amount"": ""131,94""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0028.png,76671573,04/08/2012,"10,76",76671573,04/08/2012,"10,76","```json
{
  ""invoice_nr"": ""76671573"",
  ""date"": ""04/08/2012"",
  ""total_amount"": ""10,76""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0029.png,46775557,04/05/2019,"80,28",46775557,04/05/2019,"80,28","```json
{
  ""invoice_nr"": ""46775557"",
  ""date"": ""04/05/2019"",
  ""total_amount"": ""80,28""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0030.png,12456262,02/22/2012,"58667,76",12456262,02/22/2012,"58667,76","```json
{
  ""invoice_nr"": ""12456262"",
  ""date"": ""02/22/2012"",
  ""total_amount"": ""58667,76""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0031.png,40703934,03/10/2016,"239,23",40703934,03/10/2016,"239,23","```json
{
  ""invoice_nr"": ""40703934"",
  ""date"": ""03/10/2016"",
  ""total_amount"": ""239,23""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0032.png,20850516,07/10/2017,"195,31",20850516,07/10/2017,"195,31","```json
{
  ""invoice_nr"": ""20850516"",
  ""date"": ""07/10/2017"",
  ""total_amount"": ""195,31""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0033.png,34911755,01/30/2019,"199,20",34911755,01/30/2019,"199,20","```json
{
  ""invoice_nr"": ""34911755"",
  ""date"": ""01/30/2019"",
  ""total_amount"": ""199,20""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0034.png,33137636,07/20/2015,"215,03",33137636,07/20/2015,"215,03","```json
{
  ""invoice_nr"": ""33137636"",
  ""date"": ""07/20/2015"",
  ""total_amount"": ""215,03""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0035.png,93411242,01/07/2017,"7876,78",93411242,01/07/2017,"7876,78","```json
{
  ""invoice_nr"": ""93411242"",
  ""date"": ""01/07/2017"",
  ""total_amount"": ""7876,78""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0036.png,25342867,01/10/2015,"237,49",25342867,01/10/2015,"237,49","```json
{
  ""invoice_nr"": ""25342867"",
  ""date"": ""01/10/2015"",
  ""total_amount"": ""237,49""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0037.png,26248685,05/26/2018,"309,10",26248685,05/26/2018,"309,10","```json
{
  ""invoice_nr"": ""26248685"",
  ""date"": ""05/26/2018"",
  ""total_amount"": ""309,10""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0038.png,24344887,02/20/2020,"60,49",24344887,02/20/2020,"60,49","```json
{
  ""invoice_nr"": ""24344887"",
  ""date"": ""02/20/2020"",
  ""total_amount"": ""60,49""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0039.png,37292788,07/12/2013,"120,51",37292788,07/12/2013,"120,51","```json
{
  ""invoice_nr"": ""37292788"",
  ""date"": ""07/12/2013"",
  ""total_amount"": ""120,51""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0040.png,84422507,12/08/2019,"5274,36",84422507,12/08/2019,"5274,36","```json
{
  ""invoice_nr"": ""84422507"",
  ""date"": ""12/08/2019"",
  ""total_amount"": ""5274,36""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0041.png,12830936,04/27/2021,"6530,55",12830936,04/27/2021,"6530,55","```json
{
  ""invoice_nr"": ""12830936"",
  ""date"": ""04/27/2021"",
  ""total_amount"": ""6530,55""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0042.png,68043569,09/09/2011,"969,80",68043569,09/09/2011,"969,80","```json
{
  ""invoice_nr"": ""68043569"",
  ""date"": ""09/09/2011"",
  ""total_amount"": ""969,80""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0043.png,32656405,10/25/2013,"882,05",32656405,10/25/2013,"882,05","```json
{
  ""invoice_nr"": ""32656405"",
  ""date"": ""10/25/2013"",
  ""total_amount"": ""882,05""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0044.png,80150256,07/24/2017,"104,85",80150256,07/24/2017,"104,85","```json
{
  ""invoice_nr"": ""80150256"",
  ""date"": ""07/24/2017"",
  ""total_amount"": ""104,85""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0045.png,80930562,08/14/2012,"1935,80",80930562,08/14/2012,"1935,80","```json
{
  ""invoice_nr"": ""80930562"",
  ""date"": ""08/14/2012"",
  ""total_amount"": ""1935,80""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0046.png,26675003,10/24/2012,"177,76",26675003,10/24/2012,"177,76","```json
{
  ""invoice_nr"": ""26675003"",
  ""date"": ""10/24/2012"",
  ""total_amount"": ""177,76""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0047.png,92651511,01/18/2015,"13986,35",92651511,01/18/2015,1398635,"```json
{
  ""invoice_nr"": ""92651511"",
  ""date"": ""01/18/2015"",
  ""total_amount"": ""1398635""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0048.png,87970852,05/16/2018,"335,04",87970852,05/16/2018,"335,04","```json
{
  ""invoice_nr"": ""87970852"",
  ""date"": ""05/16/2018"",
  ""total_amount"": ""335,04""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0049.png,94885760,08/22/2012,"60,45",94885760,08/22/2012,"60,45","```json
{
  ""invoice_nr"": ""94885760"",
  ""date"": ""08/22/2012"",
  ""total_amount"": ""60,45""
}
```"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0050.png,29470022,02/17/2019,"574,51",29470022,02/17/2019,"574,51","```json
{
  ""invoice_nr"": ""29470022"",
  ""date"": ""02/17/2019"",
  ""total_amount"": ""574,51""
}
```"
