image_path,invoice_nr_gt,date_gt,total_amount_gt,invoice_nr_pred,date_pred,total_amount_pred,raw_prediction
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0027.png,60178633,12/25/2013,"131,94",60178633,12/25/2013,13194,"{
  ""invoice_nr"": ""60178633"",
  ""date"": ""12/25/2013"",
  ""total_amount"": ""13194""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0028.png,76671573,04/08/2012,"10,76",76671573,04/08/2012,1076,"{""invoice_nr"": ""76671573"", ""date"": ""04/08/2012"", ""total_amount"": ""1076""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0029.png,46775557,04/05/2019,"80,28",46775557,04/05/2019,8028,"{
  ""invoice_nr"": ""46775557"",
  ""date"": ""04/05/2019"",
  ""total_amount"": ""8028""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0030.png,12456262,02/22/2012,"58667,76",12456262,02/22/2012,5866776,"{""invoice_nr"": 12456262, ""date"": ""02/22/2012"", ""total_amount"": ""5866776""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0031.png,40703934,03/10/2016,"239,23",40703934,03/10/2016,23923,"{
  ""invoice_nr"": ""40703934"",
  ""date"": ""03/10/2016"",
  ""total_amount"": ""23923""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0032.png,20850516,07/10/2017,"195,31",20850516,07/10/2017,19531,"{
  ""invoice_nr"": ""20850516"",
  ""date"": ""07/10/2017"",
  ""total_amount"": ""19531""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0033.png,34911755,01/30/2019,"199,20",34911755,01/30/2019,"199,20","{
  ""invoice_nr"": ""34911755"",
  ""date"": ""01/30/2019"",
  ""total_amount"": ""199,20""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0034.png,33137636,07/20/2015,"215,03",33137636,07/20/2015,"215,03","{
  ""invoice_nr"": ""33137636"",
  ""date"": ""07/20/2015"",
  ""total_amount"": ""215,03""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0035.png,93411242,01/07/2017,"7876,78",93411242,01/07/2017,"7876,78","{""invoice_nr"": 93411242, ""date"": ""01/07/2017"", ""total_amount"": ""7876,78""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0036.png,25342867,01/10/2015,"237,49",25342867,01/10/2015,23749,"{
  ""invoice_nr"": ""25342867"",
  ""date"": ""01/10/2015"",
  ""total_amount"": ""23749""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0037.png,26248685,05/26/2018,"309,10",26248685,05/26/2018,"309,10","{""invoice_nr"": ""26248685"", ""date"": ""05/26/2018"", ""total_amount"": ""309,10""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0038.png,24344887,02/20/2020,"60,49",24344887,02/20/2020,6049,"{
  ""invoice_nr"": ""24344887"",
  ""date"": ""02/20/2020"",
  ""total_amount"": ""6049""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0039.png,37292788,07/12/2013,"120,51",37292788,07/12/2013,"120,51","{
  ""invoice_nr"": ""37292788"",
  ""date"": ""07/12/2013"",
  ""total_amount"": ""120,51""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0040.png,84422507,12/08/2019,"5274,36",84422507,12/08/2019,527436,"{""invoice_nr"": 84422507, ""date"": ""12/08/2019"", ""total_amount"": ""527436""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0041.png,12830936,04/27/2021,"6530,55",12830936,04/27/2021,"6530,55","{
  ""invoice_nr"": ""12830936"",
  ""date"": ""04/27/2021"",
  ""total_amount"": ""6530,55""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0042.png,68043569,09/09/2011,"969,80",68043569,09/09/2011,"969,80","{""invoice_nr"": ""68043569"", ""date"": ""09/09/2011"", ""total_amount"": ""969,80""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0043.png,32656405,10/25/2013,"882,05",32656405,10/25/2013,"882,05","{""invoice_nr"": 32656405, ""date"": ""10/25/2013"", ""total_amount"": ""882,05""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0044.png,80150256,07/24/2017,"104,85",80150256,07/24/2017,10485,"{""invoice_nr"": 80150256, ""date"": ""07/24/2017"", ""total_amount"": ""10485""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0045.png,80930562,08/14/2012,"1935,80",80930562,08/14/2012,193580,"{
  ""invoice_nr"": ""80930562"",
  ""date"": ""08/14/2012"",
  ""total_amount"": ""193580""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0046.png,26675003,10/24/2012,"177,76",26675003,10/24/2012,17776,"{
  ""invoice_nr"": ""26675003"",
  ""date"": ""10/24/2012"",
  ""total_amount"": ""17776""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0047.png,92651511,01/18/2015,"13986,35",92651511,01/18/2015,1398635,"{
  ""invoice_nr"": ""92651511"",
  ""date"": ""01/18/2015"",
  ""total_amount"": ""1398635""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0048.png,87970852,05/16/2018,"335,04",87970852,05/16/2018,"335,04","{""invoice_nr"": 87970852, ""date"": ""05/16/2018"", ""total_amount"": ""335,04""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0049.png,94885760,08/22/2012,"60,45",94885760,08/22/2012,"60,45","{
  ""invoice_nr"": ""94885760"",
  ""date"": ""08/22/2012"",
  ""total_amount"": ""60,45""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0050.png,29470022,02/17/2019,"574,51",29470022,02/17/2019,"574,51","{""invoice_nr"": 29470022, ""date"": ""02/17/2019"", ""total_amount"": ""574,51""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0051.png,28610769,06/19/2017,"2172,39",28610769,06/19/2017,217239,"{
  ""invoice_nr"": ""28610769"",
  ""date"": ""06/19/2017"",
  ""total_amount"": ""217239""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0052.png,67095041,12/14/2018,"87,96",67095041,12/14/2018,"87,96","{""invoice_nr"": 67095041, ""date"": ""12/14/2018"", ""total_amount"": ""87,96""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0053.png,33691533,07/25/2014,"3619,50",33691533,07/25/2014,361950,"{""invoice_nr"": ""33691533"", ""date"": ""07/25/2014"", ""total_amount"": ""361950""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0054.png,13110923,12/21/2013,"30588,80",13110923,12/21/2013,3058880,"{""invoice_nr"": 13110923, ""date"": ""12/21/2013"", ""total_amount"": ""3058880""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0055.png,,,,86561552,03/09/2018,330518,"{
  ""invoice_nr"": ""86561552"",
  ""date"": ""03/09/2018"",
  ""total_amount"": ""330518""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0056.png,66537515,11/25/2018,"1658,25",66537515,11/25/2018,165825,"{""invoice_nr"": 66537515, ""date"": ""11/25/2018"", ""total_amount"": ""165825""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0057.png,17548173,10/20/2012,"1408,94",17548173,10/20/2012,140894,"{
  ""invoice_nr"": ""17548173"",
  ""date"": ""10/20/2012"",
  ""total_amount"": ""140894""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0058.png,16581981,07/26/2016,"222,58",16581981,07/26/2016,22258,"{
  ""invoice_nr"": ""16581981"",
  ""date"": ""07/26/2016"",
  ""total_amount"": ""22258""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0059.png,27188556,03/10/2019,"18604,53",27188556,03/10/2019,1860453,"{
  ""invoice_nr"": ""27188556"",
  ""date"": ""03/10/2019"",
  ""total_amount"": ""1860453""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0060.png,22537855,07/03/2013,"10559,00",22537855,07/03/2013,"10559,00","{""invoice_nr"": 22537855, ""date"": ""07/03/2013"", ""total_amount"": ""10559,00""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0061.png,99053443,06/04/2019,"229,79",99053443,06/04/2019,22979,"{
  ""invoice_nr"": ""99053443"",
  ""date"": ""06/04/2019"",
  ""total_amount"": ""22979""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0062.png,93356118,06/14/2013,"9645,88",93356118,06/14/2013,"9645,88","{""invoice_nr"": 93356118, ""date"": ""06/14/2013"", ""total_amount"": ""9645,88""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0063.png,64218159,11/09/2013,"64,67",64218159,11/09/2013,6467,"{""invoice_nr"": 64218159, ""date"": ""11/09/2013"", ""total_amount"": ""6467""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0064.png,29333870,03/06/2021,"10,99",29333870,03/06/2021,"10,99","{""invoice_nr"": 29333870, ""date"": ""03/06/2021"", ""total_amount"": ""10,99""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0065.png,19832522,09/27/2016,"76,91",19832522,09/27/2016,7691,"{
  ""invoice_nr"": ""19832522"",
  ""date"": ""09/27/2016"",
  ""total_amount"": ""7691""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0066.png,78984257,10/20/2019,,78984257,10/20/2019,3046827,"{
  ""invoice_nr"": ""78984257"",
  ""date"": ""10/20/2019"",
  ""total_amount"": ""3046827""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0067.png,93769983,06/01/2019,"28940,34",93769983,06/01/2019,2894034,"{
  ""invoice_nr"": ""93769983"",
  ""date"": ""06/01/2019"",
  ""total_amount"": ""2894034""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0068.png,65428348,07/27/2017,"672,08",65428348,07/27/2017,"672,08","{
  ""invoice_nr"": ""65428348"",
  ""date"": ""07/27/2017"",
  ""total_amount"": ""672,08""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0069.png,57114004,03/20/2012,"14,82",57114004,03/20/2012,1482,"{
  ""invoice_nr"": ""57114004"",
  ""date"": ""03/20/2012"",
  ""total_amount"": ""1482""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0070.png,50368630,10/08/2018,"36623,38",50368630,10/08/2018,3662338,"{
  ""invoice_nr"": ""50368630"",
  ""date"": ""10/08/2018"",
  ""total_amount"": ""3662338""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0071.png,84404809,09/11/2011,"123,09",84404809,09/11/2011,"123,09","{
  ""invoice_nr"": ""84404809"",
  ""date"": ""09/11/2011"",
  ""total_amount"": ""123,09""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0072.png,77658002,01/21/2014,"323,14",77658002,01/21/2014,32314,"{
  ""invoice_nr"": ""77658002"",
  ""date"": ""01/21/2014"",
  ""total_amount"": ""32314""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0073.png,40345107,04/02/2013,"175,30",40345107,04/02/2013,17530,"{""invoice_nr"": ""40345107"", ""date"": ""04/02/2013"", ""total_amount"": ""17530""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0074.png,43453121,03/24/2021,"201,06",43453121,03/24/2021,20106,"{
  ""invoice_nr"": ""43453121"",
  ""date"": ""03/24/2021"",
  ""total_amount"": ""20106""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0075.png,38996645,02/16/2015,"302,39",38996645,02/16/2015,30239,"{
  ""invoice_nr"": ""38996645"",
  ""date"": ""02/16/2015"",
  ""total_amount"": ""30239""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0076.png,26838088,05/16/2017,"174,65",26838088,05/16/2017,17465,"{""invoice_nr"": 26838088, ""date"": ""05/16/2017"", ""total_amount"": ""17465""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0077.png,28753573,07/28/2012,"65,97",28753573,07/28/2012,"65,97","{""invoice_nr"": 28753573, ""date"": ""07/28/2012"", ""total_amount"": ""65,97""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0078.png,55236311,10/21/2017,"139,66",55236311,10/21/2017,13966,"{
  ""invoice_nr"": ""55236311"",
  ""date"": ""10/21/2017"",
  ""total_amount"": ""13966""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0079.png,37535203,07/13/2015,"475,75",37535203,07/13/2015,47575,"{""invoice_nr"": 37535203, ""date"": ""07/13/2015"", ""total_amount"": ""47575""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0080.png,79434652,06/22/2013,"231,12",79434652,06/22/2013,"231,12","{""invoice_nr"": 79434652, ""date"": ""06/22/2013"", ""total_amount"": ""231,12""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0081.png,15665127,11/03/2020,"2345,76",15665127,11/03/2020,234576,"{""invoice_nr"": ""15665127"", ""date"": ""11/03/2020"", ""total_amount"": ""234576""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0082.png,10541959,02/19/2017,"28,75",10541959,02/19/2017,2875,"{
  ""invoice_nr"": ""10541959"",
  ""date"": ""02/19/2017"",
  ""total_amount"": ""2875""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0083.png,60400209,10/02/2017,"257,19",60400209,10/02/2017,25719,"{
  ""invoice_nr"": ""60400209"",
  ""date"": ""10/02/2017"",
  ""total_amount"": ""25719""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0084.png,62312762,03/08/2019,"1080,08",62312762,03/08/2019,"1080,08","{""invoice_nr"": ""62312762"", ""date"": ""03/08/2019"", ""total_amount"": ""1080,08""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0085.png,35050964,11/18/2011,"664,02",35050964,11/18/2011,"664,02","{""invoice_nr"": 35050964, ""date"": ""11/18/2011"", ""total_amount"": ""664,02""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0086.png,77256632,05/05/2013,"15,36",77256632,05/05/2013,1536,"{""invoice_nr"": 77256632, ""date"": ""05/05/2013"", ""total_amount"": ""1536""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0087.png,95635623,08/11/2019,"397,51",95635623,08/11/2019,39751,"{
  ""invoice_nr"": ""95635623"",
  ""date"": ""08/11/2019"",
  ""total_amount"": ""39751""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0088.png,83347787,06/05/2013,"557,85",83347787,06/05/2013,55785,"{
  ""invoice_nr"": ""83347787"",
  ""date"": ""06/05/2013"",
  ""total_amount"": ""55785""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0089.png,,,,61660848,05/30/2019,"26,53","{""invoice_nr"": 61660848, ""date"": ""05/30/2019"", ""total_amount"": ""26,53""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0090.png,83087418,08/21/2019,"48416,63",83087418,08/21/2019,4841663,"{
  ""invoice_nr"": ""83087418"",
  ""date"": ""08/21/2019"",
  ""total_amount"": ""4841663""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0091.png,82869381,09/16/2016,"497,98",82869381,09/16/2016,"497,98","{""invoice_nr"": ""82869381"", ""date"": ""09/16/2016"", ""total_amount"": ""497,98""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0092.png,95877096,07/01/2016,"529,90",95877096,07/01/2016,"529,900","{""invoice_nr"": 95877096, ""date"": ""07/01/2016"", ""total_amount"": ""529,900""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0093.png,85583861,11/29/2020,"6236,91",85583861,11/29/2020,623691,"{""invoice_nr"": ""85583861"", ""date"": ""11/29/2020"", ""total_amount"": ""623691""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0094.png,52337235,05/30/2020,"507,47",52337235,05/30/2020,"507,47","{""invoice_nr"": 52337235, ""date"": ""05/30/2020"", ""total_amount"": ""507,47""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0095.png,77939527,10/21/2013,"116,29",77939527,10/21/2013,11629,"{""invoice_nr"": 77939527, ""date"": ""10/21/2013"", ""total_amount"": ""11629""}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0096.png,45290929,05/19/2014,"71,39",45290929,05/19/2014,7139,"{
  ""invoice_nr"": ""45290929"",
  ""date"": ""05/19/2014"",
  ""total_amount"": ""7139""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0097.png,54350218,07/29/2018,"482,25",54350218,07/29/2018,48225,"{
  ""invoice_nr"": ""54350218"",
  ""date"": ""07/29/2018"",
  ""total_amount"": ""48225""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0098.png,52676405,09/02/2017,"165,94",52676405,09/02/2017,16594,"{
  ""invoice_nr"": ""52676405"",
  ""date"": ""09/02/2017"",
  ""total_amount"": ""16594""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0099.png,13310164,01/16/2020,"18749,50",13310164,01/16/2020,18749500,"{
  ""invoice_nr"": ""13310164"",
  ""date"": ""01/16/2020"",
  ""total_amount"": ""18749500""
}"
../../invoices_dataset/eval_data/dataset1_katanaml_train_katanaml_0100.png,67651165,05/25/2018,"675,46",67651165,05/25/2018,67546,"{""invoice_nr"": 67651165, ""date"": ""05/25/2018"", ""total_amount"": ""67546""}"
